player_id,name,age,position,nationality,club,market_value,goals,assists,minutes_played,contract_years_left,market_value_num,goals_per_90,assists_per_90,target,pos_bucket,club_med_mv,club_rank_pct
3928,Player_3927,18,RB,Portugal,Club_127,€606K,0,2,1313,1,606000.0,0.0,0.1370906321401371,13.314636915215106,Defender,1000000.0,0.6926
1039,Player_1038,33,CAM,Netherlands,Club_38,€643K,0,3,1894,2,643000.0,0.0,0.14255543822597677,13.3739015584285,Midfielder,1000000.0,0.6926
3260,Player_3259,32,LM,Belgium,Club_59,€846K,1,2,3638,0,846000.0,0.02473886750962067,0.04947773501924134,13.648275820620759,Other,1000000.0,0.6926
1345,Player_1344,21,GK,Brazil,Club_144,€539K,2,0,3185,3,539000.0,0.0565149136577708,0.0,13.197472705176983,Goalkeeper,691000.0,0.0226
2506,Player_2505,25,LW,Argentina,Club_105,€769K,0,0,1381,3,769000.0,0.0,0.0,13.552847548877052,Forward,1000000.0,0.6926
1722,Player_1721,21,CM,Spain,Club_121,€1M,0,1,479,0,1000000.0,0.0,0.18789144050104384,13.815511557963774,Midfielder,925000.0,0.2776
4664,Player_4663,23,LM,France,Club_63,€2M,1,4,3223,2,2000000.0,0.027924294135898232,0.11169717654359293,14.508658238524093,Other,1000000.0,0.6926
176,Player_175,16,LM,Argentina,Club_175,€1M,0,0,607,5,1000000.0,0.0,0.0,13.815511557963774,Other,1000000.0,0.6926
4894,Player_4893,22,LW,France,Club_93,€1M,3,0,873,4,1000000.0,0.30927835051546393,0.0,13.815511557963774,Forward,1000000.0,0.6926
1910,Player_1909,24,CB,Belgium,Club_109,€1M,1,0,595,4,1000000.0,0.1512605042016807,0.0,13.815511557963774,Defender,1000000.0,0.6926
46,Player_45,18,LW,Argentina,Club_45,€2M,2,3,2552,0,2000000.0,0.07053291536050157,0.10579937304075236,14.508658238524093,Forward,1000000.0,0.6926
3410,Player_3409,35,CB,Belgium,Club_9,€563K,1,0,2968,0,563000.0,0.030323450134770894,0.0,13.241036683319184,Defender,1000000.0,0.6926
4675,Player_4674,28,CAM,Brazil,Club_74,€1M,2,0,1179,3,1000000.0,0.15267175572519084,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
1076,Player_1075,35,LM,Argentina,Club_75,€1M,2,2,2622,2,1000000.0,0.06864988558352403,0.06864988558352403,13.815511557963774,Other,1000000.0,0.6926
2830,Player_2829,25,LW,Belgium,Club_29,€881K,0,0,1724,5,881000.0,0.0,0.0,13.68881403999145,Forward,1000000.0,0.6926
1505,Player_1504,23,CDM,Brazil,Club_104,€1M,4,0,3286,1,1000000.0,0.10955569080949482,0.0,13.815511557963774,Midfielder,703000.0,0.0276
2310,Player_2309,20,CM,Belgium,Club_109,€1M,0,0,24,2,1000000.0,0.0,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
1437,Player_1436,30,RM,Italy,Club_36,€1M,2,2,3791,3,1000000.0,0.047480875758375105,0.047480875758375105,13.815511557963774,Other,849000.0,0.1976
2419,Player_2418,31,CAM,Netherlands,Club_18,€1M,0,1,2044,3,1000000.0,0.0,0.04403131115459882,13.815511557963774,Midfielder,1000000.0,0.6926
3987,Player_3986,17,LB,Italy,Club_186,€499K,0,0,3261,2,499000.0,0.0,0.0,13.120363378739663,Defender,1000000.0,0.6926
3099,Player_3098,18,LB,Netherlands,Club_98,€926K,0,0,670,5,926000.0,0.0,0.0,13.73863059354134,Defender,1000000.0,0.6926
4589,Player_4588,20,CDM,Netherlands,Club_188,€714K,3,1,3081,5,714000.0,0.08763388510223953,0.029211295034079845,13.478639641880964,Midfielder,772000.0,0.1076
284,Player_283,18,LM,France,Club_83,€1M,1,0,1652,5,1000000.0,0.054479418886198554,0.0,13.815511557963774,Other,1000000.0,0.6926
4919,Player_4918,17,RW,Netherlands,Club_118,€1M,4,0,2621,1,1000000.0,0.1373521556657764,0.0,13.815511557963774,Forward,1000000.0,0.6926
843,Player_842,28,LB,Germany,Club_42,€309K,0,0,344,2,309000.0,0.0,0.0,12.6410997921206,Defender,1000000.0,0.6926
1514,Player_1513,18,CB,France,Club_113,€1M,1,0,100,0,1000000.0,0.8999999999999999,0.0,13.815511557963774,Defender,1000000.0,0.6926
1169,Player_1168,20,CDM,Netherlands,Club_168,€975K,4,1,3556,1,975000.0,0.10123734533183351,0.025309336332958378,13.790193775620484,Midfielder,943000.0,0.3176
1593,Player_1592,35,RM,Germany,Club_192,€1M,0,0,1503,1,1000000.0,0.0,0.0,13.815511557963774,Other,766000.0,0.0951
3461,Player_3460,26,CDM,England,Club_60,€681K,0,0,1197,3,681000.0,0.0,0.0,13.431319053559353,Midfielder,752000.0,0.0726
3166,Player_3165,17,LW,Argentina,Club_165,€1M,1,0,3243,4,1000000.0,0.02775208140610546,0.0,13.815511557963774,Forward,999000.0,0.3826
2285,Player_2284,32,CDM,Brazil,Club_84,€663K,1,1,1015,2,663000.0,0.08866995073891625,0.08866995073891625,13.404531777462488,Midfielder,730000.0,0.0526
3576,Player_3575,19,ST,Argentina,Club_175,€997K,0,0,453,4,997000.0,0.0,0.0,13.8125070519525,Forward,1000000.0,0.6926
4871,Player_4870,17,RW,England,Club_70,€1M,0,0,307,0,1000000.0,0.0,0.0,13.815511557963774,Forward,1000000.0,0.6926
2306,Player_2305,34,CB,Argentina,Club_105,€1M,3,3,3443,0,1000000.0,0.07841998257333721,0.07841998257333721,13.815511557963774,Defender,1000000.0,0.6926
953,Player_952,23,CDM,Germany,Club_152,€826K,1,1,2745,0,826000.0,0.03278688524590164,0.03278688524590164,13.624351263156134,Midfielder,732000.0,0.0576
4943,Player_4942,26,RW,Germany,Club_142,€1M,1,1,2753,2,1000000.0,0.03269160915365056,0.03269160915365056,13.815511557963774,Forward,1000000.0,0.6926
3054,Player_3053,32,CM,France,Club_53,€868K,0,1,3381,2,868000.0,0.0,0.02661934338952972,13.673948145715556,Midfielder,1000000.0,0.6926
4560,Player_4559,23,ST,Belgium,Club_159,€2M,3,1,3368,4,2000000.0,0.08016627078384797,0.02672209026128266,14.508658238524093,Forward,946000.0,0.3226
2686,Player_2685,27,LW,Argentina,Club_85,€1M,3,1,3748,2,1000000.0,0.0720384204909285,0.0240128068303095,13.815511557963774,Forward,1000000.0,0.6926
1490,Player_1489,21,CB,Belgium,Club_89,€647K,0,0,666,0,647000.0,0.0,0.0,13.380103119076896,Defender,1000000.0,0.6926
928,Player_927,28,RB,Portugal,Club_127,€1M,2,0,1510,1,1000000.0,0.11920529801324503,0.0,13.815511557963774,Defender,1000000.0,0.6926
1210,Player_1209,30,LW,Belgium,Club_9,€1M,0,0,156,3,1000000.0,0.0,0.0,13.815511557963774,Forward,1000000.0,0.6926
3974,Player_3973,21,CB,France,Club_173,€1M,1,2,2375,0,1000000.0,0.037894736842105266,0.07578947368421053,13.815511557963774,Defender,1000000.0,0.6926
3546,Player_3545,22,CM,Argentina,Club_145,€1M,1,0,2267,2,1000000.0,0.03970004411116012,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
4362,Player_4361,23,CM,Spain,Club_161,€1M,1,0,181,0,1000000.0,0.4972375690607735,0.0,13.815511557963774,Midfielder,784000.0,0.1326
1922,Player_1921,19,CB,Spain,Club_121,€1M,5,0,2953,1,1000000.0,0.15238740264138165,0.0,13.815511557963774,Defender,925000.0,0.2776
352,Player_351,35,RB,Spain,Club_151,€803K,3,4,3158,4,803000.0,0.08549715009499684,0.11399620012666245,13.596111238258136,Defender,1000000.0,0.6926
4899,Player_4898,30,LB,Netherlands,Club_98,€1M,4,4,2770,1,1000000.0,0.1299638989169675,0.1299638989169675,13.815511557963774,Defender,1000000.0,0.6926
3394,Player_3393,30,LW,France,Club_193,€2M,0,3,943,0,2000000.0,0.0,0.2863202545068929,14.508658238524093,Forward,1000000.0,0.6926
2722,Player_2721,29,LW,Spain,Club_121,€1M,1,1,1850,5,1000000.0,0.048648648648648644,0.048648648648648644,13.815511557963774,Forward,925000.0,0.2776
4982,Player_4981,22,CB,Spain,Club_181,€1M,3,0,1840,0,1000000.0,0.14673913043478262,0.0,13.815511557963774,Defender,1000000.0,0.6926
719,Player_718,29,RW,Netherlands,Club_118,€1M,1,1,3629,0,1000000.0,0.024800220446403967,0.024800220446403967,13.815511557963774,Forward,1000000.0,0.6926
2703,Player_2702,18,LB,Germany,Club_102,€687K,1,0,1614,1,687000.0,0.055762081784386616,0.0,13.440091026807503,Defender,1000000.0,0.6926
2723,Player_2722,24,RW,Germany,Club_122,€1M,0,2,1860,5,1000000.0,0.0,0.0967741935483871,13.815511557963774,Forward,1000000.0,0.6926
4562,Player_4561,25,CB,Spain,Club_161,€738K,0,1,2762,5,738000.0,0.0,0.03258508327299058,13.511700458595241,Defender,784000.0,0.1326
309,Player_308,17,RM,Netherlands,Club_108,€873K,1,0,2476,0,873000.0,0.036348949919224556,0.0,13.679691980296456,Other,766000.0,0.0951
1676,Player_1675,30,LM,Argentina,Club_75,€2M,4,0,2971,0,2000000.0,0.12117132278694041,0.0,14.508658238524093,Other,1000000.0,0.6926
834,Player_833,18,CM,France,Club_33,€1M,2,0,1664,2,1000000.0,0.10817307692307693,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
367,Player_366,16,CAM,Italy,Club_166,€1M,2,2,3377,3,1000000.0,0.053301747112822026,0.053301747112822026,13.815511557963774,Midfielder,1000000.0,0.6926
4507,Player_4506,23,CAM,Italy,Club_106,€775K,0,0,889,4,775000.0,0.0,0.0,13.560619598657231,Midfielder,915000.0,0.2726
2079,Player_2078,17,LB,Netherlands,Club_78,€817K,2,0,2883,2,817000.0,0.06243496357960458,0.0,13.613395597831598,Defender,1000000.0,0.6926
4039,Player_4038,16,CAM,Netherlands,Club_38,€1M,1,0,3474,4,1000000.0,0.025906735751295335,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
4847,Player_4846,22,RW,Italy,Club_46,€809K,0,1,1161,2,809000.0,0.0,0.07751937984496124,13.603555432133808,Forward,1000000.0,0.6926
4480,Player_4479,32,RB,Belgium,Club_79,€647K,0,2,1318,3,647000.0,0.0,0.13657056145675267,13.380103119076896,Defender,1000000.0,0.6926
1747,Player_1746,22,CAM,Italy,Club_146,€1M,3,0,2140,5,1000000.0,0.1261682242990654,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
20,Player_19,32,LM,Belgium,Club_19,€935K,1,2,2350,3,935000.0,0.03829787234042553,0.07659574468085106,13.748302877788968,Other,1000000.0,0.6926
1323,Player_1322,25,LB,Germany,Club_122,€789K,0,1,2472,1,789000.0,0.0,0.03640776699029127,13.57852286725433,Defender,1000000.0,0.6926
3568,Player_3567,20,RB,Portugal,Club_167,€557K,0,0,37,3,557000.0,0.0,0.0,13.230322314239945,Defender,1000000.0,0.6926
2522,Player_2521,25,CB,Spain,Club_121,€995K,0,0,2034,4,995000.0,0.0,0.0,13.81049902116535,Defender,925000.0,0.2776
219,Player_218,31,LB,Netherlands,Club_18,€293K,0,0,170,0,293000.0,0.0,0.0,12.587931300962664,Defender,1000000.0,0.6926
1488,Player_1487,20,ST,Portugal,Club_87,€2M,1,1,3598,1,2000000.0,0.02501389660922735,0.02501389660922735,14.508658238524093,Forward,1000000.0,0.6926
439,Player_438,17,CAM,Netherlands,Club_38,€1M,1,0,2646,5,1000000.0,0.034013605442176874,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
4175,Player_4174,23,RW,Brazil,Club_174,€1M,1,0,2349,4,1000000.0,0.038314176245210725,0.0,13.815511557963774,Forward,1000000.0,0.6926
2751,Player_2750,27,LB,England,Club_150,€911K,0,0,350,3,911000.0,0.0,0.0,13.722299273936333,Defender,1000000.0,0.6926
3289,Player_3288,28,GK,Netherlands,Club_88,€508K,1,3,3764,0,508000.0,0.023910733262486716,0.07173219978746015,13.138238695062618,Goalkeeper,780000.0,0.1276
3434,Player_3433,16,CB,France,Club_33,€1M,0,0,132,2,1000000.0,0.0,0.0,13.815511557963774,Defender,1000000.0,0.6926
2526,Player_2525,17,CM,Argentina,Club_125,€1M,2,0,2022,5,1000000.0,0.08902077151335312,0.0,13.815511557963774,Midfielder,951000.0,0.3276
4651,Player_4650,26,CAM,England,Club_50,€2M,4,2,1685,5,2000000.0,0.2136498516320475,0.10682492581602375,14.508658238524093,Midfielder,1000000.0,0.6926
3689,Player_3688,23,CDM,Netherlands,Club_88,€787K,0,1,1951,1,787000.0,0.0,0.046130189646335217,13.575984798046763,Midfielder,780000.0,0.1276
2764,Player_2763,24,RB,France,Club_163,€626K,1,1,1015,4,626000.0,0.08866995073891625,0.08866995073891625,13.347107247525049,Defender,1000000.0,0.6926
803,Player_802,19,RW,Germany,Club_2,€2M,1,1,3735,4,2000000.0,0.024096385542168676,0.024096385542168676,14.508658238524093,Forward,842000.0,0.1776
2998,Player_2997,30,LW,Portugal,Club_197,€843K,0,1,2063,2,843000.0,0.0,0.043625787687833255,13.644723423222908,Forward,891000.0,0.2326
2229,Player_2228,26,RM,Netherlands,Club_28,€1M,1,1,2467,5,1000000.0,0.03648155654641265,0.03648155654641265,13.815511557963774,Other,990000.0,0.3726
4786,Player_4785,30,LW,Argentina,Club_185,€1M,1,0,1957,3,1000000.0,0.045988758303525806,0.0,13.815511557963774,Forward,1000000.0,0.6926
2078,Player_2077,18,CB,Portugal,Club_77,€666K,1,0,421,0,666000.0,0.21377672209026127,0.0,13.4090464510229,Defender,1000000.0,0.6926
583,Player_582,20,CAM,Germany,Club_182,€1M,0,1,1231,2,1000000.0,0.0,0.07311129163281885,13.815511557963774,Midfielder,1000000.0,0.6926
204,Player_203,22,ST,France,Club_3,€2M,1,1,1698,2,2000000.0,0.053003533568904596,0.053003533568904596,14.508658238524093,Forward,1000000.0,0.6926
4347,Player_4346,22,LB,Italy,Club_146,€649K,0,0,395,3,649000.0,0.0,0.0,13.383189536517088,Defender,1000000.0,0.6926
3479,Player_3478,24,RW,Netherlands,Club_78,€2M,3,1,3735,4,2000000.0,0.07228915662650602,0.024096385542168676,14.508658238524093,Forward,1000000.0,0.6926
2930,Player_2929,27,CB,Belgium,Club_129,€513K,0,0,3460,4,513000.0,0.0,0.0,13.148033073468746,Defender,1000000.0,0.6926
3086,Player_3085,18,CB,Argentina,Club_85,€675K,0,1,1044,0,675000.0,0.0,0.08620689655172414,13.42246945133505,Defender,1000000.0,0.6926
1019,Player_1018,24,RW,Netherlands,Club_18,€2M,2,2,2733,5,2000000.0,0.06586169045005488,0.06586169045005488,14.508658238524093,Forward,1000000.0,0.6926
1584,Player_1583,21,ST,France,Club_183,€2M,1,0,1971,1,2000000.0,0.04566210045662101,0.0,14.508658238524093,Forward,903000.0,0.2526
1033,Player_1032,34,GK,Germany,Club_32,€585K,1,3,2994,3,585000.0,0.030060120240480964,0.09018036072144289,13.27936883561424,Goalkeeper,676000.0,0.0176
1719,Player_1718,27,LB,Netherlands,Club_118,€508K,1,2,3444,3,508000.0,0.02613240418118467,0.05226480836236934,13.138238695062618,Defender,1000000.0,0.6926
1282,Player_1281,27,LW,Spain,Club_81,€1M,0,2,2929,5,1000000.0,0.0,0.06145442130419938,13.815511557963774,Forward,863000.0,0.2026
2499,Player_2498,34,LB,Netherlands,Club_98,€452K,0,1,1374,5,452000.0,0.0,0.06550218340611354,13.021439671201302,Defender,1000000.0,0.6926
3351,Player_3350,26,LB,England,Club_150,€524K,0,1,1888,0,524000.0,0.0,0.04766949152542373,13.169248871698304,Defender,1000000.0,0.6926
518,Player_517,21,CB,Portugal,Club_117,€762K,0,1,953,2,762000.0,0.0,0.0944386149003148,13.54370314700388,Defender,1000000.0,0.6926
1748,Player_1747,30,LM,Portugal,Club_147,€856K,0,0,1989,0,856000.0,0.0,0.0,13.660026823347495,Other,1000000.0,0.6926
4653,Player_4652,27,RM,Germany,Club_52,€1M,0,0,2160,5,1000000.0,0.0,0.0,13.815511557963774,Other,833000.0,0.1701
3733,Player_3732,20,GK,Germany,Club_132,€453K,0,1,2451,5,453000.0,0.0,0.03671970624235006,13.023649611968253,Goalkeeper,762000.0,0.0876
669,Player_668,34,RM,Netherlands,Club_68,€604K,1,0,2585,3,604000.0,0.03481624758220503,0.0,13.31133113254472,Other,958000.0,0.3376
4060,Player_4059,31,RB,Belgium,Club_59,€968K,2,0,1821,4,968000.0,0.09884678747940691,0.0,13.78298839931603,Defender,1000000.0,0.6926
3027,Player_3026,28,LB,Italy,Club_26,€697K,0,0,1062,0,697000.0,0.0,0.0,13.454542124461861,Defender,1000000.0,0.6926
4933,Player_4932,35,GK,Germany,Club_132,€432K,0,1,2967,0,432000.0,0.0,0.030333670374115267,12.976183182038383,Goalkeeper,762000.0,0.0876
3287,Player_3286,19,RW,Italy,Club_86,€1M,0,1,555,1,1000000.0,0.0,0.16216216216216214,13.815511557963774,Forward,1000000.0,0.6926
2651,Player_2650,34,RW,England,Club_50,€1M,2,1,2209,5,1000000.0,0.08148483476686283,0.040742417383431415,13.815511557963774,Forward,1000000.0,0.6926
4454,Player_4453,30,CB,France,Club_53,€518K,0,0,686,4,518000.0,0.0,0.0,13.157732451741687,Defender,1000000.0,0.6926
3193,Player_3192,29,GK,Germany,Club_192,€431K,2,2,1075,3,431000.0,0.16744186046511628,0.16744186046511628,12.973865689268807,Goalkeeper,766000.0,0.0951
2125,Player_2124,30,GK,Brazil,Club_124,€440K,0,0,771,4,440000.0,0.0,0.0,12.994532278619134,Goalkeeper,872000.0,0.2201
3376,Player_3375,20,RB,Argentina,Club_175,€400K,0,0,987,1,400000.0,0.0,0.0,12.899222326086994,Defender,1000000.0,0.6926
3393,Player_3392,19,RM,Germany,Club_192,€861K,0,1,1686,5,861000.0,0.0,0.05338078291814946,13.665850944849378,Other,766000.0,0.0951
3486,Player_3485,25,CM,Argentina,Club_85,€647K,0,0,1564,1,647000.0,0.0,0.0,13.380103119076896,Midfielder,1000000.0,0.6926
760,Player_759,28,RB,Belgium,Club_159,€421K,0,0,1073,4,421000.0,0.0,0.0,12.95039048795861,Defender,946000.0,0.3226
3380,Player_3379,30,LM,Belgium,Club_179,€1M,0,0,445,2,1000000.0,0.0,0.0,13.815511557963774,Other,1000000.0,0.6926
4441,Player_4440,19,GK,England,Club_40,€442K,0,0,442,4,442000.0,0.0,0.0,12.999067423500714,Goalkeeper,735000.0,0.0626
2527,Player_2526,25,CAM,Italy,Club_126,€1M,0,0,118,0,1000000.0,0.0,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
4859,Player_4858,31,RW,Netherlands,Club_58,€1M,0,2,3442,1,1000000.0,0.0,0.05229517722254503,13.815511557963774,Forward,1000000.0,0.6926
908,Player_907,23,LM,Portugal,Club_107,€1M,3,0,2532,5,1000000.0,0.1066350710900474,0.0,13.815511557963774,Other,1000000.0,0.6926
2684,Player_2683,29,LM,France,Club_83,€904K,1,0,2416,3,904000.0,0.03725165562913907,0.0,13.714585745568392,Other,1000000.0,0.6926
215,Player_214,25,RW,Brazil,Club_14,€1M,0,0,242,4,1000000.0,0.0,0.0,13.815511557963774,Forward,1000000.0,0.6926
3332,Player_3331,35,LM,Spain,Club_131,€934K,2,4,3718,5,934000.0,0.04841312533620226,0.09682625067240452,13.747232787874218,Other,1000000.0,0.6926
4459,Player_4458,28,CAM,Netherlands,Club_58,€1M,0,0,871,4,1000000.0,0.0,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
694,Player_693,34,LW,France,Club_93,€1M,1,0,1563,3,1000000.0,0.05758157389635316,0.0,13.815511557963774,Forward,1000000.0,0.6926
1504,Player_1503,31,RB,France,Club_103,€543K,3,0,3672,1,543000.0,0.07352941176470588,0.0,13.204866440535003,Defender,1000000.0,0.6926
2415,Player_2414,29,LB,Brazil,Club_14,€617K,1,0,2318,0,617000.0,0.03882657463330457,0.0,13.332625923631754,Defender,1000000.0,0.6926
2119,Player_2118,34,CAM,Netherlands,Club_118,€1M,0,0,1533,3,1000000.0,0.0,0.0,13.815511557963774,Midfielder,1000000.0,0.6926
3859,Player_3858,18,CAM,Netherlands,Club_58,€1M,0,1,294,2,1000000.0,0.0,0.30612244897959184,13.815511557963774,Midfielder,1000000.0,0.6926
2463,Player_2462,29,LB,Germany,Club_62,€528K,1,1,2042,1,528000.0,0.04407443682664055,0.04407443682664055,13.176853456625999,Defender,1000000.0,0.6926
3636,Player_3635,24,ST,Argentina,Club_35,€2M,0,0,1009,0,2000000.0,0.0,0.0,14.508658238524093,Forward,984000.0,0.3576
4106,Player_4105,34,CB,Argentina,Club_105,€841K,1,0,784,1,841000.0,0.11479591836734696,0.0,13.64234812801502,Defender,1000000.0,0.6926
4479,Player_4478,31,LB,Netherlands,Club_78,€722K,1,1,2730,3,722000.0,0.03296703296703297,0.03296703296703297,13.489781802915555,Defender,1000000.0,0.6926
197,Player_196,18,CDM,Italy,Club_196,€907K,0,0,7,5,907000.0,0.0,0.0,13.717898831632498,Midfielder,845000.0,0.1901
4668,Player_4667,16,ST,Portugal,Club_67,€2M,1,0,3440,5,2000000.0,0.02616279069767442,0.0,14.508658238524093,Forward,1000000.0,0.6926
1544,Player_1543,24,LM,France,Club_143,€1M,0,0,167,1,1000000.0,0.0,0.0,13.815511557963774,Other,1000000.0,0.6926
1331,Player_1330,20,RW,England,Club_130,€727K,0,0,121,0,727000.0,0.0,0.0,13.496683132030528,Forward,1000000.0,0.6926
880,Player_879,28,RB,Belgium,Club_79,€1M,2,2,1912,2,1000000.0,0.09414225941422595,0.09414225941422595,13.815511557963774,Defender,1000000.0,0.6926
4503,Player_4502,16,LB,Germany,Club_102,€584K,0,0,2141,0,584000.0,0.0,0.0,13.277657974137664,Defender,1000000.0,0.6926
3502,Player_3501,22,LW,Spain,Club_101,€1M,1,0,832,1,1000000.0,0.10817307692307693,0.0,13.815511557963774,Forward,1000000.0,0.6926
3895,Player_3894,19,CAM,Brazil,Club_94,€723K,0,0,2261,4,723000.0,0.0,0.0,13.49116588426581,Midfielder,1000000.0,0.6926
4991,Player_4990,26,RW,England,Club_190,€1M,0,0,3420,1,1000000.0,0.0,0.0,13.815511557963774,Forward,1000000.0,0.6926
